,Fairness Metric,Fairness Metric,Fairness Metric,Compatibility,Compatibility,Compatibility,Allocation,Allocation,Allocation,Allocation,Results,Results,nDCG,Exposure,Exposure,Exposure
9,0.6666666666666667,0.7222222222222221,1.0,0.0,0.21084230031853216,0.2623112196143366,0.0,1.0,0.0,0,"[('4636', 3.4555878809318634), ('659', 3.443710028351028), ('202', 3.4298044367285505), ('1395', 3.3928964970890494), ('1217', 3.3795036689587468), ('188', 3.368637322989717), ('2373', 3.3387427187795518), ('1482', 3.3367908398162816), ('4833', 3.310523460379582), ('4758', 3.306091309837657), ('3319', 3.29987969755201), ('4637', 3.29887079054509), ('2468', 3.2957919184910756), ('774', 3.2909523792127664), ('3746', 3.2883568825171468), ('2940', 3.275282581686704), ('3218', 3.2458027787482595), ('4602', 3.243766894391937), ('2845', 3.243496406951164), ('4739', 3.2354501671953906), ('1487', 3.232575385734201), ('320', 3.2320609450334983), ('220', 3.230842059951252), ('504', 3.22881444640662), ('424', 3.226102017067306), ('4656', 3.225398858615078), ('296', 3.2239071026765806), ('1137', 3.2217836704007055), ('485', 3.221401139876053), ('149', 3.2212259730729667), ('2979', 3.218329166113513), ('4730', 3.218295997833056), ('1800', 3.21694647754979), ('1646', 3.211535471518367), ('1986', 3.2114419116459954), ('943', 3.210248424224472), ('1793', 3.20503291917848), ('2964', 3.204771330567147), ('810', 3.2029279137937356), ('1889', 3.197146032883287), ('4681', 3.1961675020499323), ('3624', 3.1950589204270385), ('3276', 3.1942133586578327), ('650', 3.193227722796467), ('4189', 3.1930695920753456), ('1202', 3.190627034948084), ('4894', 3.1897733411540683), ('1107', 3.186682014130631), ('2256', 3.1866629748320894), ('1645', 3.1856744492219917)]","[('2373', 44.666666666666664), ('4833', 43.77777777777778), ('3319', 42.888888888888886), ('4739', 38.888888888888886), ('4656', 36.22222222222222), ('485', 34.888888888888886), ('4636', 33.44444444444444), ('659', 33.0), ('202', 32.55555555555556), ('1395', 32.111111111111114)]",0.9494153300127441,0.1,0.6,0.0
10,0.6333333333333334,0.95,1.0,0.0,0.2863969571159562,0.0,0.0,1.0,0.0,0,"[('659', 3.3730217158439255), ('252', 3.2681274448766144), ('1637', 3.2566739485897456), ('969', 3.2427449747713286), ('1543', 3.237320712173773), ('34', 3.2324749181445562), ('1937', 3.232083548278274), ('226', 3.222592842288636), ('971', 3.2183779212778063), ('1225', 3.217810248845396), ('2563', 3.2121026401084825), ('3444', 3.204020902267723), ('2463', 3.201518411317393), ('89', 3.197993975077668), ('4214', 3.194705347157067), ('1244', 3.194246588498564), ('1514', 3.1934488006870336), ('198', 3.1933556799132883), ('1855', 3.191410026591286), ('1929', 3.183019613796508), ('2377', 3.180513581847619), ('1269', 3.179913621488871), ('1203', 3.178067415003735), ('3913', 3.1764093853089896), ('565', 3.1762634446304174), ('2823', 3.175224557282923), ('3513', 3.170579034543131), ('789', 3.1704631002014274), ('646', 3.169258659357593), ('2283', 3.16837191790605), ('2410', 3.1655597812516167), ('1506', 3.1648453428095933), ('2315', 3.162517694946279), ('4696', 3.160681037651647), ('1612', 3.1599566685094214), ('1143', 3.158573369525541), ('2437', 3.1581919472422233), ('503', 3.1575466382789346), ('1146', 3.156114894296773), ('2474', 3.1544511237132977), ('388', 3.152883524262566), ('9', 3.152489505873629), ('1488', 3.150566498768603), ('1708', 3.147054637888998), ('4575', 3.1455500849954734), ('1437', 3.143117711301716), ('2442', 3.1427796605976033), ('1722', 3.142206447138697), ('1513', 3.1390052130842783), ('1155', 3.135653826135256)]","[('1637', 46.44444444444444), ('1543', 45.55555555555556), ('2463', 42.0), ('198', 39.77777777777778), ('1269', 38.0), ('659', 33.44444444444444), ('252', 33.0), ('969', 32.111111111111114), ('34', 31.22222222222222), ('1937', 30.77777777777778)]",0.9778089368929958,0.1,0.5,0.1
11,0.6060606060606061,1.0,1.0,0.15184252131138493,0.11611507530476971,0.15184252131138493,1.0,0.0,0.0,0,"[('319', 3.355161306702697), ('2053', 3.265070540148376), ('1010', 3.2539189356550335), ('31', 3.2463596616381984), ('750', 3.211137239587814), ('1961', 3.20884107624453), ('1755', 3.2076189009796545), ('1527', 3.2012081796168372), ('863', 3.1997128375194763), ('609', 3.1867436364777646), ('4810', 3.18543755134259), ('3009', 3.180709457625688), ('113', 3.1754003606055794), ('243', 3.1743901156602394), ('475', 3.1669058625810274), ('2407', 3.1666168498116787), ('125', 3.16580976462369), ('339', 3.1647982364698044), ('3266', 3.164116720050494), ('335', 3.15245620129416), ('4808', 3.1519904639044007), ('2140', 3.150965972473902), ('2138', 3.148929376840206), ('4637', 3.146827695125288), ('1890', 3.1463321838760234), ('3315', 3.145768083247887), ('1550', 3.143413383405108), ('71', 3.1419772428289114), ('738', 3.1419695700300525), ('3327', 3.1413754889745302), ('1411', 3.1394012144924273), ('881', 3.1392909143770744), ('524', 3.138847764844771), ('175', 3.138134520737358), ('1231', 3.1362466331711962), ('3377', 3.134616789351965), ('729', 3.1337966496588323), ('2142', 3.1317840001294726), ('346', 3.130053182922526), ('2390', 3.1287671891303597), ('1555', 3.1275069819208756), ('1242', 3.126224269287262), ('704', 3.12602231469461), ('1505', 3.124640660876387), ('1356', 3.122505249573741), ('821', 3.121271001621769), ('467', 3.11866273626323), ('326', 3.1180075804123), ('1320', 3.117762320223362), ('2005', 3.1157484559457855)]","[('1527', 45.05555555555556), ('3266', 40.166666666666664), ('1411', 34.833333333333336), ('319', 34.27777777777778), ('2053', 33.833333333333336), ('1010', 33.388888888888886), ('31', 32.94444444444444), ('750', 32.5), ('1961', 32.05555555555556), ('1755', 31.61111111111111)]",0.9719876979074449,0.3,0.2,0.0
12,0.638888888888889,1.0,1.0,0.21084230031853216,0.2863969571159562,0.1222915970693747,1.0,0.0,0.0,0,"[('1016', 3.2561121006435485), ('317', 3.2408279084860845), ('2310', 3.2327238534623195), ('2290', 3.222732261258838), ('682', 3.219469276546921), ('395', 3.20347376841348), ('1665', 3.1991015801766602), ('2949', 3.1911677440467154), ('896', 3.188521687127045), ('2332', 3.1736665255460834), ('1410', 3.1711007465132095), ('2367', 3.1707057110358097), ('254', 3.1706986743586167), ('1463', 3.1683609465950138), ('634', 3.167594086997379), ('3280', 3.1667502093515645), ('1520', 3.166257481128653), ('3073', 3.1655530219041568), ('1045', 3.1651553966355275), ('2489', 3.164034695173267), ('3106', 3.1621736456788074), ('1969', 3.154575216402845), ('2372', 3.1544816002779137), ('658', 3.1542855519738615), ('373', 3.1535009494347936), ('2324', 3.151978152165768), ('2692', 3.1508875850174642), ('564', 3.1482044522350154), ('2238', 3.143658582665139), ('1781', 3.1433920952496726), ('949', 3.140664848724731), ('1090', 3.140401839142967), ('162', 3.1402757262448473), ('406', 3.135428110141762), ('785', 3.1339686708492267), ('2049', 3.133040855911899), ('4028', 3.1328877850696597), ('154', 3.132720061800971), ('940', 3.1312288759952263), ('274', 3.126743577447956), ('59', 3.12625280375847), ('4619', 3.1262189105796474), ('1612', 3.123973196292854), ('2210', 3.1237789281739388), ('627', 3.1201967219888114), ('2173', 3.1195741724685626), ('2494', 3.1190711857204683), ('1574', 3.1187396332847035), ('4698', 3.1183461762290254), ('1119', 3.1183360591928158)]","[('2949', 45.611111111111114), ('1463', 42.94444444444444), ('1016', 34.833333333333336), ('317', 34.388888888888886), ('2310', 33.94444444444444), ('2290', 33.5), ('682', 33.05555555555556), ('395', 32.611111111111114), ('1665', 32.166666666666664), ('896', 31.27777777777778)]",0.9896392705661056,0.2,0.2,0.0
13,0.6410256410256411,1.0,0.9230769230769231,0.08807225904068133,0.15374218032876188,0.1831220683013728,1.0,0.0,0.0,0,"[('560', 3.3490105579886795), ('114', 3.296552781353769), ('4800', 3.2292895642816366), ('2014', 3.2265397779584775), ('4202', 3.2183150264287534), ('1030', 3.2136857747298424), ('176', 3.2084053461804425), ('1646', 3.191039419141912), ('1466', 3.182660292707828), ('1419', 3.1739006923140956), ('693', 3.1702172681833205), ('189', 3.1663281393088387), ('3863', 3.1620239783432447), ('3183', 3.161609998226608), ('253', 3.1595798819013825), ('2674', 3.159032546718125), ('4661', 3.158811529557897), ('1951', 3.1538374510757405), ('4616', 3.1518428538250127), ('4652', 3.1488491678644692), ('4852', 3.143477887648106), ('673', 3.1429510403055323), ('4762', 3.142839908014097), ('4843', 3.1422493627821533), ('3004', 3.141066457307305), ('1219', 3.1386982734060638), ('553', 3.1338577226546533), ('4028', 3.132735060729619), ('103', 3.128252395756542), ('2137', 3.127469793405416), ('1883', 3.1254247063135727), ('122', 3.1243645747998725), ('3470', 3.1237494663147287), ('25', 3.123642399401668), ('2837', 3.1228813732321075), ('564', 3.122028831406824), ('575', 3.1219402884224756), ('60', 3.1193701952346777), ('1765', 3.116730428122386), ('629', 3.1153694664609266), ('2432', 3.1142465263091945), ('2843', 3.11403346210373), ('1561', 3.113598355663672), ('268', 3.113454856112674), ('1169', 3.1128560470290654), ('2500', 3.112690661608782), ('1099', 3.112063171055324), ('2486', 3.1120492179447083), ('289', 3.1113912240625803), ('1226', 3.1108335532798725)]","[('114', 46.611111111111114), ('4800', 46.166666666666664), ('1419', 43.05555555555556), ('4616', 39.05555555555556), ('4843', 36.833333333333336), ('3004', 36.388888888888886), ('560', 33.166666666666664), ('3470', 32.833333333333336), ('2014', 31.833333333333332), ('4202', 31.38888888888889)]",0.9736086567996921,0.7,0.1,0.2
14,0.7619047619047619,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,"[('979', 3.5107606850928033), ('1447', 3.4272239050864783), ('402', 3.357204797143802), ('1245', 3.3158824500474187), ('437', 3.3145667476273477), ('262', 3.3027826494613097), ('178', 3.3013123157464426), ('1320', 3.2969287180833673), ('3477', 3.295016999742181), ('2494', 3.294588195327134), ('748', 3.2728235921437805), ('278', 3.2707890507669015), ('368', 3.2668961073293326), ('19', 3.2635538540153717), ('1438', 3.2623225695517424), ('221', 3.2596393940861046), ('2407', 3.258838469978492), ('4667', 3.2576275482808703), ('214', 3.2557178702718335), ('4791', 3.2545723472565933), ('640', 3.2541163417317516), ('270', 3.252136543405955), ('1652', 3.250968999456084), ('2330', 3.2506100880110216), ('731', 3.250365761488831), ('798', 3.2485722566488793), ('2295', 3.248245466848512), ('3199', 3.2454862207700157), ('1725', 3.2419028307447104), ('397', 3.2411309769231935), ('725', 3.240750347080855), ('2087', 3.240318086044785), ('1138', 3.240177830858199), ('3912', 3.238711223102659), ('2342', 3.2384035269325406), ('3029', 3.237921844906455), ('1597', 3.235290649305382), ('3202', 3.234629982853556), ('3186', 3.2327314206859086), ('1464', 3.2294608813137358), ('2113', 3.2241860501891955), ('1117', 3.22408761199299), ('1846', 3.223458915521818), ('3624', 3.222856515086898), ('783', 3.2210050568029476), ('1575', 3.2192253833467346), ('2312', 3.2174892029247646), ('933', 3.21653144194516), ('2350', 3.2157898149006643), ('475', 3.2150475937294414)]","[('979', 49.0), ('1447', 48.0), ('402', 47.0), ('1245', 46.0), ('437', 45.0), ('262', 44.0), ('178', 43.0), ('1320', 42.0), ('3477', 41.0), ('2494', 40.0)]",1.0,0.1,0.1,0.0
15,0.7333333333333334,1.0,1.0,0.05943184720325876,0.19955350037679287,0.03317280641943041,1.0,0.0,0.0,0,"[('1016', 3.2822383991343016), ('163', 3.2675569100118187), ('398', 3.243903120131289), ('798', 3.228775543332582), ('252', 3.2275826758419486), ('2882', 3.2151376096757143), ('2006', 3.196079378701082), ('728', 3.195211217766902), ('735', 3.188782584812521), ('578', 3.1878920346200212), ('1267', 3.186501620747296), ('618', 3.1857877783973683), ('115', 3.185483952905647), ('1695', 3.1835122352782714), ('1565', 3.181468955729527), ('1565', 3.181468955729527), ('1410', 3.1799122369632475), ('106', 3.177995448810238), ('500', 3.1763703902273055), ('150', 3.1747582323898254), ('1096', 3.1719987468852304), ('395', 3.1716366552168913), ('1429', 3.170290022155083), ('2074', 3.1689859456770444), ('957', 3.166332110609846), ('1484', 3.1661123694156754), ('1396', 3.1613140031934286), ('973', 3.1596264427598353), ('1193', 3.1544506758318103), ('781', 3.151079578225411), ('350', 3.149785321003977), ('1661', 3.1497809404419996), ('3003', 3.1489675556652004), ('1920', 3.148797973493132), ('2666', 3.1473248265992915), ('2835', 3.1439781548197865), ('4775', 3.138633914787189), ('4946', 3.137089810107108), ('2207', 3.1363464345470837), ('214', 3.1358868900110477), ('1032', 3.133529773942971), ('495', 3.129515285216522), ('2560', 3.1291878458620985), ('2403', 3.128582812540719), ('341', 3.1276860658990597), ('3024', 3.127093892666013), ('1211', 3.123627112959288), ('634', 3.1224921969454402), ('237', 3.12018162837569), ('2887', 3.119949895137428)]","[('1429', 38.388888888888886), ('1016', 34.111111111111114), ('163', 33.666666666666664), ('398', 33.22222222222222), ('798', 32.77777777777778), ('252', 32.333333333333336), ('2882', 31.88888888888889), ('4946', 31.72222222222222), ('2006', 31.444444444444443), ('728', 31.0)]",0.9854309474903851,0.2,0.0,0.1
16,0.7291666666666667,0.9375,1.0,0.1493881393181406,0.10802319526362833,0.06119152331234119,1.0,0.0,0.0,0,"[('649', 3.496639277516579), ('1509', 3.3703682548395744), ('3382', 3.283896218635796), ('163', 3.2407701555981503), ('115', 3.220605879523493), ('1385', 3.2133209733479453), ('1369', 3.2044798214133876), ('608', 3.1912337641027593), ('963', 3.190384625298486), ('4674', 3.188208250420722), ('2365', 3.1824704677515276), ('2602', 3.1805915492222088), ('3064', 3.1790272962538397), ('2500', 3.168270163295154), ('924', 3.1644502493531608), ('4030', 3.1608574534944953), ('1914', 3.1501795714968757), ('268', 3.1493550091265576), ('2850', 3.14619077810229), ('4805', 3.146090077152167), ('4786', 3.1433226398017533), ('1841', 3.141313664935937), ('54', 3.141300630358145), ('873', 3.140838753839633), ('1507', 3.1404040459072777), ('2007', 3.1398057424076415), ('333', 3.1367066535492065), ('189', 3.1334498607480135), ('4599', 3.1327848413523323), ('1469', 3.132538324741795), ('1043', 3.131971474463831), ('1828', 3.130204772715281), ('2783', 3.127738312494702), ('1752', 3.1261042236988166), ('658', 3.123454114226598), ('1542', 3.1231099328844905), ('1298', 3.1194077099933737), ('4940', 3.118055705792582), ('3049', 3.1157162336613187), ('3074', 3.1147813248266485), ('1669', 3.1140154005613896), ('1983', 3.1135845677172296), ('4972', 3.1120647903729526), ('4896', 3.111003346077809), ('253', 3.110611898634133), ('4570', 3.1096468121591045), ('2740', 3.109307699672859), ('4920', 3.108628710217332), ('710', 3.1082091072111275), ('956', 3.1041343415228044)]","[('963', 44.05555555555556), ('924', 41.388888888888886), ('1507', 36.94444444444444), ('649', 33.72222222222222), ('1509', 33.27777777777778), ('3382', 32.833333333333336), ('163', 32.388888888888886), ('115', 31.944444444444443), ('1385', 31.5), ('1369', 31.055555555555557)]",0.9523887422079694,0.3,0.0,0.0
17,0.7450980392156863,0.8823529411764706,1.0,0.2307099556914764,0.0,0.0,1.0,0.0,0.0,0,"[('226', 3.2641027432411125), ('1437', 3.259841084621322), ('1373', 3.2531493618016607), ('115', 3.243046009454618), ('815', 3.2389490295400907), ('788', 3.238667080034922), ('3719', 3.231138579262457), ('4670', 3.2288966010353612), ('3445', 3.221461734299491), ('4910', 3.219214384249707), ('2147', 3.2145922282811417), ('2936', 3.2101861295184486), ('2382', 3.2073280148840837), ('2972', 3.1971298732130005), ('138', 3.1938848076566027), ('582', 3.1922096216691904), ('440', 3.1909198284892795), ('2675', 3.1849408286423473), ('293', 3.1847150145215317), ('1540', 3.183193930363122), ('4727', 3.182112838465137), ('3416', 3.1786815895264326), ('385', 3.1772216647168823), ('2001', 3.1770002589367183), ('3622', 3.1751813429137323), ('1218', 3.1707461107071646), ('1466', 3.1665023465923716), ('1096', 3.1656703263405452), ('0', 3.165073032710501), ('504', 3.162417367768102), ('3357', 3.157878047005747), ('2835', 3.1533734376501656), ('480', 3.153094559582689), ('1649', 3.148355668627802), ('255', 3.1478530791124406), ('14', 3.142224553534013), ('1879', 3.138445324343243), ('1947', 3.136784870471755), ('246', 3.1360230400989924), ('4701', 3.132524476318332), ('4598', 3.124430869299195), ('2064', 3.121951376291696), ('269', 3.1209965628002956), ('2607', 3.1175530304707775), ('1146', 3.1175154438164228), ('1406', 3.1173245835973464), ('789', 3.1146745868155246), ('3204', 3.1119223551348427), ('4880', 3.111097994186944), ('2955', 3.1106862150022443)]","[('4670', 44.77777777777778), ('3445', 44.333333333333336), ('1540', 39.44444444444444), ('226', 34.0), ('1437', 33.55555555555556), ('1373', 33.111111111111114), ('255', 32.77777777777778), ('115', 32.666666666666664), ('815', 32.22222222222222), ('788', 31.77777777777778)]",0.9858795925805337,0.4,0.1,0.0
18,0.7777777777777778,0.861111111111111,1.0,0.22028326695127431,0.22028326695127431,0.12801738116517128,0.0,1.0,0.0,0,"[('1217', 3.275504630926688), ('1373', 3.274071305765725), ('112', 3.2503772251949004), ('803', 3.2503676656341782), ('2238', 3.238865778964608), ('2246', 3.2237221697182217), ('693', 3.222812011280671), ('3382', 3.207704364673588), ('1842', 3.2026835247480445), ('2288', 3.1950065906083225), ('3781', 3.193423217017969), ('3798', 3.1932560774214984), ('706', 3.188803555840601), ('1364', 3.1873338858401654), ('3348', 3.1834689956660407), ('1394', 3.183307010944506), ('532', 3.182560671542965), ('4934', 3.179060314284086), ('3183', 3.178420904148614), ('2360', 3.171774678627265), ('1094', 3.171644928795513), ('1308', 3.1689184491279523), ('345', 3.168173004752867), ('1680', 3.16731095985967), ('823', 3.1627929761814295), ('4171', 3.1569451080163784), ('925', 3.1546073029876776), ('211', 3.153930076748408), ('4379', 3.153710567140829), ('3738', 3.151993704642203), ('241', 3.149035396377303), ('3489', 3.1488271223282682), ('3059', 3.147962682485358), ('4675', 3.146457914230662), ('1332', 3.145706959825396), ('1382', 3.143137045464988), ('3926', 3.142688228555618), ('1774', 3.1422720378000863), ('3338', 3.1404474129863638), ('1268', 3.138447993846076), ('1410', 3.1365411066353683), ('3998', 3.135008495728149), ('495', 3.1335153342758653), ('1398', 3.1332291749269907), ('2830', 3.1321085134512994), ('3862', 3.1314831316354206), ('3890', 3.129013845764207), ('3531', 3.129004309945447), ('719', 3.1279388108162456), ('47', 3.1278021804712037)]","[('3798', 43.27777777777778), ('4934', 40.611111111111114), ('1217', 34.27777777777778), ('1373', 33.833333333333336), ('4675', 33.5), ('112', 33.388888888888886), ('1332', 33.05555555555556), ('803', 32.94444444444444), ('2238', 32.5), ('2246', 32.05555555555556)]",0.9769099849275242,0.0,0.4,0.0
19,0.7368421052631579,0.9210526315789472,0.9473684210526315,0.0,0.0,0.0,0.0,0.0,0.0,1,"[('1938', 3.380593295657891), ('1440', 3.3554150890176953), ('947', 3.3418960601969117), ('4833', 3.30938829624053), ('819', 3.304012734862057), ('407', 3.28120268755682), ('260', 3.2781509291528903), ('1582', 3.2641604978917744), ('1197', 3.2619509795052126), ('254', 3.2580506011153783), ('2635', 3.2423082320295338), ('262', 3.2328202917530366), ('1154', 3.230901995396651), ('3045', 3.2284432933975458), ('2043', 3.2282486460176942), ('483', 3.227325070765512), ('204', 3.2218782007147913), ('3913', 3.221508604547268), ('4038', 3.211426015700402), ('1413', 3.2070981226983535), ('4775', 3.205950000984667), ('830', 3.2048771239102924), ('595', 3.202491438546836), ('1669', 3.200273929788791), ('2379', 3.1997857038913486), ('1580', 3.197394558759908), ('25', 3.197325605666752), ('2284', 3.196369498709699), ('2929', 3.1938392633657546), ('2466', 3.1927452727050674), ('963', 3.1925044217493412), ('902', 3.1921798758387796), ('5', 3.19043342352244), ('1271', 3.1877512186015897), ('1024', 3.1849821442713044), ('629', 3.1833073948171364), ('3027', 3.1810387768183164), ('562', 3.1787463351111174), ('2854', 3.1772444444157526), ('695', 3.1772097307838325), ('814', 3.1771937199685203), ('2955', 3.176533681126355), ('456', 3.1765083467685757), ('1618', 3.1757379632695693), ('953', 3.174987783675088), ('4730', 3.1738627320886152), ('1089', 3.17375006525725), ('41', 3.171884911000456), ('2821', 3.17038898794672), ('3034', 3.1684584672104874)]","[('1938', 49.0), ('1440', 48.0), ('947', 47.0), ('4833', 46.0), ('819', 45.0), ('407', 44.0), ('260', 43.0), ('1582', 42.0), ('1197', 41.0), ('254', 40.0)]",1.0,0.0,0.1,0.0
20,0.7,0.8999999999999999,0.8999999999999999,0.0,0.08807225904068133,0.0,0.0,1.0,0.0,0,"[('530', 3.222253533899827), ('3382', 3.221479076690797), ('1549', 3.218915296011613), ('119', 3.215683039650206), ('4514', 3.2146065286965038), ('553', 3.2137247148611845), ('1799', 3.2129571386126563), ('885', 3.2109406719201004), ('4597', 3.2075872627340396), ('257', 3.207440698198398), ('1951', 3.2072346639596585), ('2355', 3.20563291138908), ('1900', 3.2002625471781485), ('561', 3.2000652342557476), ('3101', 3.198090244994911), ('68', 3.1969988900842723), ('795', 3.1967301240520403), ('331', 3.1932085772206533), ('1119', 3.189583856954035), ('3383', 3.1886386616436706), ('533', 3.18546271032671), ('3129', 3.1844903590907268), ('4866', 3.1835169602761826), ('618', 3.1799038298024827), ('3455', 3.17822267403451), ('1573', 3.1725533499329206), ('4038', 3.17111812777969), ('3186', 3.1661488368886768), ('2209', 3.164073992413167), ('2666', 3.163797982933134), ('3474', 3.1619166502587275), ('1393', 3.1585967859020863), ('208', 3.158475850682103), ('4578', 3.1579140850668423), ('3218', 3.157407206741749), ('1905', 3.157109791173289), ('1121', 3.154786487590478), ('1758', 3.154667565601715), ('743', 3.1544350870362674), ('4592', 3.1532495330467163), ('1767', 3.1518278636489043), ('2327', 3.149130511020298), ('101', 3.148182014122445), ('1394', 3.146920455867473), ('2667', 3.1455516483959496), ('2687', 3.1452124971453914), ('1561', 3.143831839527648), ('342', 3.1437911927979187), ('2217', 3.1430231610949164), ('474', 3.142937402046643)]","[('1951', 43.166666666666664), ('4866', 37.833333333333336), ('2666', 34.72222222222222), ('530', 33.72222222222222), ('3382', 33.27777777777778), ('1549', 32.833333333333336), ('119', 32.388888888888886), ('4514', 31.944444444444443), ('553', 31.5), ('1799', 31.055555555555557)]",0.9909443000187608,0.0,0.3,0.0
21,0.6666666666666667,0.9285714285714286,0.8571428571428571,0.19823496409776625,0.19823496409776625,0.11467550533614675,1.0,0.0,0.0,0,"[('1035', 3.333856460166641), ('4815', 3.267486544733786), ('395', 3.264160190580876), ('601', 3.2576780185562724), ('4868', 3.24655857549296), ('2909', 3.2393629410307607), ('872', 3.237965780639825), ('2128', 3.2154550157151567), ('97', 3.2062804896048163), ('4740', 3.205190018095752), ('1492', 3.200489939277858), ('811', 3.1994335144867163), ('1773', 3.1976199217194683), ('3231', 3.1950351800651235), ('1364', 3.191454691761664), ('163', 3.190661876841593), ('1904', 3.188096078590413), ('3069', 3.182848201086779), ('1937', 3.181989172061203), ('2414', 3.1799571223153626), ('277', 3.1779443922025727), ('578', 3.1770428289269317), ('2352', 3.1735589842928085), ('782', 3.1626357823785214), ('2045', 3.16002928349983), ('1309', 3.159742741895452), ('581', 3.1583315852024225), ('511', 3.1533326151158723), ('90', 3.150657203159079), ('3381', 3.150150015218447), ('635', 3.1461635561392973), ('1619', 3.145074339029617), ('4695', 3.1445177371015283), ('1402', 3.141476121410954), ('2498', 3.138787514992054), ('242', 3.1385875183210468), ('2393', 3.13807318530033), ('2280', 3.1358017386924657), ('1144', 3.133981046522867), ('2294', 3.1312625895743684), ('749', 3.1308668690365695), ('874', 3.1297691500197757), ('1194', 3.127377075323987), ('813', 3.1262060913616168), ('2698', 3.1253721177957643), ('2367', 3.125276218040866), ('1393', 3.1241434969379696), ('3230', 3.122899572285806), ('4727', 3.121440829469102), ('1748', 3.120127579849285)]","[('1035', 47.611111111111114), ('872', 44.94444444444444), ('1492', 43.166666666666664), ('3069', 40.05555555555556), ('1937', 39.611111111111114), ('4815', 33.27777777777778), ('395', 32.833333333333336), ('601', 32.388888888888886), ('4868', 31.944444444444443), ('2909', 31.5)]",0.9911510664824977,0.5,0.1,0.0
22,0.7121212121212122,0.9090909090909091,0.8181818181818181,0.1773894531859974,0.0,0.1773894531859974,1.0,0.0,0.0,0,"[('260', 3.365247558585319), ('1420', 3.3110011758589972), ('592', 3.2619789890999127), ('1695', 3.2261419627900465), ('1081', 3.22552486868209), ('517', 3.2249158019268265), ('276', 3.200466018910868), ('2887', 3.191854684141792), ('965', 3.191851787764187), ('4822', 3.185514710809669), ('1527', 3.1828114691906433), ('2560', 3.1827361376347065), ('2175', 3.1774492244482593), ('1888', 3.175597915765446), ('239', 3.1741072683320586), ('4866', 3.1725618082593705), ('3027', 3.172517167765676), ('4601', 3.168570175613845), ('1749', 3.1671116930685925), ('2912', 3.162240283454313), ('4022', 3.1616690332463753), ('1555', 3.161205673244315), ('565', 3.160999564130219), ('1434', 3.15960283535965), ('3010', 3.1581537231402113), ('4014', 3.1543640845686385), ('2431', 3.1533052002187625), ('2805', 3.153231926969849), ('628', 3.1529107702382704), ('1503', 3.151608581331607), ('883', 3.149483349868166), ('740', 3.147716122590789), ('446', 3.1466625492245317), ('1718', 3.1459642479974765), ('1663', 3.1457468627370497), ('1662', 3.143415322107047), ('853', 3.142005642261849), ('1539', 3.141726569288703), ('2680', 3.1403446138873297), ('4928', 3.1397865832796197), ('4829', 3.1396976722489938), ('1070', 3.139576047228745), ('3170', 3.138184874718132), ('2703', 3.1365007363719175), ('1729', 3.1345606062274247), ('4669', 3.1342807250703557), ('4730', 3.133452643806821), ('4970', 3.132377052524399), ('480', 3.1316871611980854), ('3191', 3.128117936765295)]","[('1527', 44.27777777777778), ('1555', 39.388888888888886), ('260', 34.833333333333336), ('1420', 34.388888888888886), ('592', 33.94444444444444), ('1695', 33.5), ('1081', 33.05555555555556), ('517', 32.611111111111114), ('276', 32.166666666666664), ('2887', 31.72222222222222)]",0.9745045464416031,0.2,0.1,0.0
23,0.7101449275362319,0.8913043478260869,0.782608695652174,0.07470433715479614,0.30540057087920036,0.1805246676420578,0.0,1.0,0.0,0,"[('2485', 3.343727059384399), ('202', 3.3078569875477797), ('4740', 3.2786430488182803), ('2310', 3.2615155848840804), ('4670', 3.253179028664669), ('1489', 3.2151408492852798), ('1881', 3.211068819851019), ('252', 3.202271630556847), ('4594', 3.2019518802143185), ('1862', 3.1988215526026282), ('1381', 3.193997994469679), ('254', 3.1923027447047794), ('4728', 3.186256060284088), ('2339', 3.185323277946541), ('2722', 3.1774359401519363), ('1518', 3.176176633609725), ('156', 3.174810410099951), ('1554', 3.174156454836481), ('4968', 3.1732759038135834), ('724', 3.172443284498002), ('1733', 3.171523152188838), ('866', 3.171067690803879), ('3113', 3.169771047793541), ('1535', 3.168626594598377), ('2818', 3.1671616122898762), ('2786', 3.1659052521555915), ('164', 3.1626448783945564), ('2461', 3.1615519880240885), ('446', 3.160853379906371), ('1128', 3.1607785414109806), ('287', 3.1603173359513974), ('2497', 3.1553379607384593), ('2449', 3.1549735564135895), ('2519', 3.154921092425273), ('1765', 3.154902590159149), ('1186', 3.150907209367891), ('620', 3.148796943579455), ('2874', 3.148029532840273), ('1103', 3.1471996141820133), ('2980', 3.1461820445804944), ('1744', 3.144464567748042), ('4600', 3.1418839831190284), ('2408', 3.138995258701613), ('4896', 3.1387737916989344), ('809', 3.1386949748184914), ('4645', 3.1383608890856536), ('1002', 3.1353069943171996), ('1025', 3.134567778428642), ('901', 3.134535505203962), ('4815', 3.1342470190357115)]","[('1518', 41.22222222222222), ('2485', 34.0), ('202', 33.55555555555556), ('4740', 33.111111111111114), ('2310', 32.666666666666664), ('4670', 32.22222222222222), ('620', 31.88888888888889), ('1489', 31.77777777777778), ('1881', 31.333333333333332), ('252', 30.88888888888889)]",0.9801783448249222,0.1,0.2,0.0
